model,role,rq,condition,n,jitter_iqr_s,jitter_std_s,p_gt_0_050,p_gt_0_050_ci_low,p_gt_0_050_ci_high,p_gt_0_100,p_gt_0_100_ci_low,p_gt_0_100_ci_high,p_gt_0_200,p_gt_0_200_ci_low,p_gt_0_200_ci_high,p_gt_0_500,p_gt_0_500_ci_low,p_gt_0_500_ci_high,p_gt_1_000,p_gt_1_000_ci_low,p_gt_1_000_ci_high,availability,throughput_decisions_per_s,goodput_correct_per_s,sla_violation_rate,rq4_false_admission_rate,rq4_false_blocking_rate,request_bytes_median,response_bytes_median,input_tokens_median,output_tokens_median,energy_j_per_decision,energy_j_per_correct_decision,idle_power_w,energy_j_per_decision_above_idle,flag_low_power_samples,flag_valid_lt_50
GLM-5.3-Flash,main,RQ3,F8_low,300,0.3446533130481839,0.5646961271840228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,0.99,1.0,0.42,0.36666666666666664,0.4766666666666667,1.0,0.9296874373931961,0.7468489080392008,0.16,,,226.5,1317.0,391.0,68.5,,,,,,False
Qwen3.8-Flash,main,RQ3,F8_low,300,0.6205658123362809,2.3734780805572497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933333333333333,0.41128222795287156,0.3386223676811976,0.013333333333333334,,,226.5,1071.5,397.0,79.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ3,F8_low,300,0.0010484510567039251,0.02313159357717088,1.0,1.0,1.0,1.0,1.0,1.0,0.03333333333333333,0.013333333333333334,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.938638936102058,0.9251518581469411,0.45,,,226.5,1943.0,1119.0,0.0,32.132264788695174,240.9919859152138,97.69,18.055461392215886,False,False
Laya,main,RQ3,F8_low,300,0.0010036161402240396,0.060095759718133204,1.0,1.0,1.0,0.13,0.09333333333333334,0.17,0.12,0.08333333333333333,0.15666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.61579846278262,0.1261579846278262,0.5033333333333333,,,226.5,1543.0,nan,0.0,8.910452255753675,891.0452255753676,92.77,1.6051239666740094,False,False
Qwen3.5-4B-JSON,reference,RQ3,F8_low,300,0.05887110950425267,0.12526057044903027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6492058371377489,0.19476175114132468,0.25333333333333335,,,226.5,638.0,395.0,63.0,269.3545310611288,897.8484368704293,108.935,101.45228934233987,False,False
Rule,reference,RQ3,F8_low,300,1.0051997378468513e-05,2.0790019761658824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45442.12504724112,0.0,1.0,,,226.5,11.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ3,F8_medium,300,0.05188785446807742,0.06395410373230175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.0033333333333333335,0.0,0.01,1.0,3.5460596483504503,2.0094338007319217,0.06666666666666667,,,312.5,1309.0,1377.0,364.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ3,F8_medium,300,0.11614784481935203,0.40926273200965113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.27666666666666667,0.38333333333333336,0.04666666666666667,0.023333333333333334,0.07,1.0,1.8339065697013568,1.705533109822262,0.03,,,312.5,1056.0,421.0,53.0,,,,,,False
GLM-5.3-Flash,main,RQ3,F8_medium,300,0.27797775086946785,0.6248523901983108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47,0.41333333333333333,0.5233333333333333,1.0,0.8827418732266211,0.7385607005996063,0.11,,,312.5,1341.0,415.0,71.0,,,,,,False
Qwen3.8-Flash,main,RQ3,F8_medium,300,0.44913436518982053,0.3605149429176271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.521733509852822,0.41216947278372934,0.01,,,312.5,1080.0,421.0,81.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ3,F8_medium,300,0.001934531144797802,0.013708490519538537,1.0,1.0,1.0,1.0,1.0,1.0,0.013333333333333334,0.0033333333333333335,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.29303436879582,0.7293034368795821,0.29,,,312.5,1941.0,1143.0,0.0,32.23219177771409,322.3219177771409,97.73,18.867940067370736,False,False
Laya,main,RQ3,F8_medium,300,0.0009542695479467511,0.028778125846864698,0.9966666666666667,0.99,1.0,0.08333333333333333,0.05333333333333334,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.393994653734264,0.05131331551244755,0.48333333333333334,,,312.5,1543.0,nan,0.0,8.510613766503335,2553.1841299510006,92.79,2.5680329219579705,False,False
Qwen3.5-4B-JSON,reference,RQ3,F8_medium,300,0.05133384373039007,0.03926303794590099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6572958133958888,0.1599419812596663,0.17333333333333334,,,312.5,637.0,419.0,63.0,247.4486019767761,1016.912062918258,107.685,83.45260287880897,False,False
Rule,reference,RQ3,F8_medium,300,1.6770558431744576e-05,2.06311225537032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33855.91184163479,0.0,1.0,,,312.5,11.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ3,F8_high,300,0.04679882386699319,0.038788756520392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6238054445892756,1.9085375341503517,0.056666666666666664,,,402.5,1313.0,1399.0,364.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ3,F8_high,300,0.09146346943452954,0.9433685285060652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4066666666666667,0.35333333333333333,0.4633333333333333,0.05,0.02666666666666667,0.07666666666666666,1.0,1.5644633730992576,1.4549509369823095,0.01,,,402.5,1059.0,443.0,53.0,,,,,,False
GLM-5.3-Flash,main,RQ3,F8_high,300,0.4491460928693414,0.682168812117251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8433333333333334,0.8,0.8833333333333333,1.0,0.6993168446460257,0.5990814302467621,0.1,,,402.5,1405.5,437.0,76.0,,,,,,False
Qwen3.8-Flash,main,RQ3,F8_high,300,0.5174629897810519,1.2141464206918284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.42365480214888107,0.2683147080276247,0.05,,,402.5,1079.5,443.0,81.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ3,F8_high,300,0.040234791464172304,0.031007830001384448,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.669043858903738,0.46683307012326164,0.22333333333333333,,,402.5,1935.0,1165.0,0.0,33.56387767591874,479.4839667988391,97.73,18.960083777161437,False,False
Laya,main,RQ3,F8_high,300,0.021185920340940356,0.05229601521561662,1.0,1.0,1.0,0.25,0.2,0.30333333333333334,0.04,0.02,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.593084899724108,0.03864361633241369,0.5333333333333333,,,402.5,1544.0,nan,0.0,10.703414506733418,3211.0243520200256,92.79,2.7794578197121624,False,False
Qwen3.5-4B-JSON,reference,RQ3,F8_high,300,0.07430798222776502,0.279474981612215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6344600377482024,0.1332366079271225,0.11333333333333333,,,402.5,636.5,441.0,63.0,254.40242595626114,1211.4401236012436,107.685,84.58820618300437,False,False
Rule,reference,RQ3,F8_high,300,1.8063001334667206e-05,2.7070709330334077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28024.836845704795,0.0,1.0,,,402.5,11.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,K4,300,0.054284750716760755,0.04892423539732019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.0,0.0,0.0,1.0,3.615253796877605,3.3260334931273965,0.03333333333333333,0.3,0.0,223.0,765.0,937.0,193.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,K4,300,0.0624522496946156,0.2939934441780554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12666666666666668,0.09,0.16666666666666666,0.03333333333333333,0.013333333333333334,0.056666666666666664,1.0,2.2364656821531548,2.139552169259851,0.0033333333333333335,0.2,0.0,223.0,934.0,371.5,25.0,,,,,,False
GLM-5.3-Flash,main,RQ4,K4,300,0.672653165878728,0.8584083998621398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9733333333333334,0.9533333333333334,0.99,0.33,0.27666666666666667,0.38333333333333336,0.9866666666666667,0.8936022046259433,0.8459434203792262,0.04666666666666667,0.1,0.0,223.0,939.0,367.0,28.0,,,,,,False
Qwen3.8-Flash,main,RQ4,K4,300,0.3772036146838218,1.7187629503373558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9766666666666667,0.9566666666666667,0.9933333333333333,0.9966666666666667,0.6405555485697444,0.6106629563031563,0.0033333333333333335,0.2,0.0,223.0,933.0,374.0,24.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,K4,300,0.0019599139923229814,0.03233268762718025,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.270562769282317,4.507748916955037,0.20666666666666667,0.16666666666666666,0.003703703703703704,223.0,1085.5,706.0,0.0,28.814597753910228,46.47515766759714,97.73,15.449694479787352,False,False
Laya,main,RQ4,K4,300,0.0008542397990822792,0.034987766876953486,1.0,1.0,1.0,0.15666666666666668,0.11666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.101470925001353,2.914303991166946,0.19666666666666666,0.7333333333333333,0.018518518518518517,223.0,889.0,nan,0.0,8.470558132950465,40.98657161105064,92.79,1.9706186742464706,False,False
Qwen3.5-4B-JSON,reference,RQ4,K4,300,0.17746990628074855,0.09788070014639144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.366369529522132,0.6376391137769949,0.06,0.7666666666666667,0.0,223.0,512.0,372.0,29.0,118.76779379696845,254.5024152792181,107.685,39.96606452572344,False,False
MiniLM-Reranker,reference,RQ4,K4,300,0.00020068767480552197,0.30810918667377585,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,47.26013283581544,,,0.0,0.34814814814814815,223.0,27.0,0.0,0.0,,,,,,False
DistilBERT-Clf-All,reference,RQ4,K4,300,0.00024376041255891323,0.01187653939075937,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229.31372062447247,,,0.5333333333333333,0.0,223.0,16.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,K15,300,0.05027552065439522,0.06535902575038123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,0.023333333333333334,0.0,0.0,0.0,1.0,3.5193861996926152,3.1909101543879714,0.006666666666666667,0.2,0.0,250.5,1121.0,1296.0,345.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,K15,300,0.06309415702708066,0.21062095483556814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12666666666666668,0.09,0.16666666666666666,0.023333333333333334,0.006666666666666667,0.043333333333333335,1.0,2.252485632427233,2.2224524906615364,0.0,0.0,0.0,250.5,953.5,640.0,32.0,,,,,,False
GLM-5.3-Flash,main,RQ4,K15,300,0.8029948654584587,1.4383774371678753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.5133333333333333,0.45666666666666667,0.57,0.9866666666666667,0.6701535118830394,0.6478150614869381,0.02666666666666667,0.1,0.0,250.5,945.0,608.0,29.0,,,,,,False
Qwen3.8-Flash,main,RQ4,K15,300,0.4194908852223307,1.6997431864915595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9966666666666667,0.6572363645005969,0.6243745462755671,0.0033333333333333335,0.03333333333333333,0.0,250.5,948.0,615.0,29.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,K15,300,0.0019974245224148035,0.02883497226621066,1.0,1.0,1.0,1.0,1.0,1.0,0.21666666666666667,0.17333333333333334,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.602496088053864,3.6042724833146527,0.15333333333333332,0.06666666666666667,0.014814814814814815,250.5,1692.0,984.0,0.0,44.722569348001485,69.5169471730593,97.73,27.31587909708818,False,False
Laya,main,RQ4,K15,300,2.118060365319252e-05,0.01989825135178327,1.0,1.0,1.0,0.04,0.02,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.685205790703872,3.0589543949623765,0.22666666666666666,1.0,0.018518518518518517,250.5,1323.0,nan,0.0,7.772221966818969,42.39393800083074,92.79,2.2629703556100527,False,False
Qwen3.5-4B-JSON,reference,RQ4,K15,300,0.11312445730436593,0.15947184456328392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.043333333333333335,0.1,1.0,1.1259433387171018,0.5141807913474765,0.03333333333333333,0.43333333333333335,0.0,250.5,529.0,613.0,35.0,145.0888649941961,317.71284305298417,107.685,49.40715301473538,False,False
MiniLM-Reranker,reference,RQ4,K15,300,0.0019398017320781946,0.14405729507013276,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,79.70710916525906,,,0.13333333333333333,0.16296296296296298,250.5,40.0,0.0,0.0,,,,,,False
DistilBERT-Clf-All,reference,RQ4,K15,300,0.0033166869543492794,0.09544214321512336,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,96.2867394753402,,,0.7666666666666667,0.04814814814814815,250.5,35.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,K64,300,0.0604540107306093,0.04778995360699298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.0,0.0,0.0,1.0,3.3429058886940966,2.8971851035348837,0.01,0.43333333333333335,0.0,264.0,2608.5,2796.0,955.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,K64,300,0.06014466634951532,0.25361429421555803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.06666666666666667,0.13333333333333333,0.03,0.013333333333333334,0.05,1.0,2.253905805078875,2.1487235341751942,0.0,0.13333333333333333,0.0,264.0,956.0,1731.5,32.0,,,,,,False
GLM-5.3-Flash,main,RQ4,K64,300,0.2433586879633367,0.869403806814484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9366666666666666,0.9066666666666666,0.9633333333333334,0.12,0.08333333333333333,0.15666666666666668,1.0,1.2398460655943235,1.2067835038451415,0.01,0.1,0.0,264.0,959.5,1596.0,32.0,,,,,,False
Qwen3.8-Flash,main,RQ4,K64,300,4.00088300043717,2.2550066853494237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,0.99,1.0,1.0,0.26838757633696764,0.2585466985379455,0.0,0.13333333333333333,0.0,264.0,970.0,1608.0,44.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,K64,300,1.0255025699734688e-05,0.0020623498912397975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5550870276341,0.0,1.0,1.0,0.0,264.0,127.0,nan,nan,4.6808719026446335,,97.73,0.7690657251954068,False,True
Laya,main,RQ4,K64,300,1.1935713700950146e-05,0.01130380701973856,0.9966666666666667,0.99,1.0,0.006666666666666667,0.0,0.016666666666666666,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.04118281005687,1.8177261664060662,0.31,0.9666666666666667,0.0,264.0,3137.5,nan,0.0,7.848736200741926,73.58190188195556,92.79,2.4016538818637523,False,False
Qwen3.5-4B-JSON,reference,RQ4,K64,300,0.05089831259101629,0.05172343776178808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.043333333333333335,0.1,1.0,1.0888115272046488,0.47544770021269667,0.02666666666666667,0.5333333333333333,0.003703703703703704,264.0,530.0,1606.0,35.0,160.02601375289362,366.47178722036705,107.685,61.11303383988539,False,False
MiniLM-Reranker,reference,RQ4,K64,300,0.0002471881452947855,0.1572091301654616,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,79.70825642928166,,,0.4666666666666667,0.05185185185185185,264.0,41.0,0.0,0.0,,,,,,False
DistilBERT-Clf-All,reference,RQ4,K64,300,0.0002670211251825094,0.09191436990668678,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,109.86321764101878,,,0.7333333333333333,0.0962962962962963,264.0,34.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,K128,300,0.058045624289661646,0.0513369512040839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,0.023333333333333334,0.0,0.0,0.0,1.0,3.1483627265022633,2.79154828416534,0.006666666666666667,0.43333333333333335,0.0,256.5,4474.0,4698.0,1723.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,K128,300,0.07872822880744934,0.5654619198242078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.15666666666666668,0.24666666666666667,0.05,0.02666666666666667,0.07666666666666666,1.0,1.8407459573024283,1.7793877587256806,0.0033333333333333335,0.1,0.0,256.5,966.0,3127.0,41.0,,,,,,False
GLM-5.3-Flash,main,RQ4,K128,300,0.46295447926968336,0.7044963964161526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5066666666666667,0.45,0.5633333333333334,1.0,0.8147429188165654,0.7848690117932913,0.023333333333333334,0.16666666666666666,0.0,256.5,961.0,2865.0,33.0,,,,,,False
Qwen3.8-Flash,main,RQ4,K128,300,0.29433099925518036,0.3627120735667173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.9766666666666667,1.0,1.0,0.6802580824295387,0.6417101244251981,0.0033333333333333335,0.2,0.0,256.5,960.0,2877.0,42.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,K128,300,1.2269942089915276e-05,0.0020780701789770858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.567575706839627,0.0,1.0,1.0,0.0,256.5,128.0,nan,nan,4.511259455239772,,97.73,0.5997790985147147,False,True
Laya,main,RQ4,K128,300,0.0010321901645511389,0.04134793210765773,1.0,1.0,1.0,0.19666666666666666,0.15333333333333332,0.24333333333333335,0.01,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.012215169240047,1.001017930770004,0.27,1.0,0.007407407407407408,256.5,5445.5,nan,0.0,12.207565298056604,146.49078357667923,92.79,4.4698072104454045,False,False
Qwen3.5-4B-JSON,reference,RQ4,K128,300,0.06737443443853408,0.2645888036898885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2966666666666667,0.24333333333333335,0.35,1.0,0.9941300189861962,0.41422084124424846,0.06333333333333334,0.3,0.0,256.5,530.0,2875.0,35.0,184.15027987814346,441.9606717075443,107.685,75.74414930555025,False,False
MiniLM-Reranker,reference,RQ4,K128,300,0.0009754998609423637,0.2504432824596355,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,53.90489214684202,,,0.5666666666666667,0.014814814814814815,256.5,41.0,0.0,0.0,,,,,,False
DistilBERT-Clf-All,reference,RQ4,K128,300,0.0012197296600788832,0.00501577998027076,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.12899183005737,,,0.8333333333333334,0.11481481481481481,256.5,34.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,K254,300,0.04636327130720019,0.06939018747761229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013333333333333334,0.0033333333333333335,0.02666666666666667,0.0033333333333333335,0.0,0.01,1.0,2.8339838269748405,2.6544981845997673,0.013333333333333334,0.13333333333333333,0.0,245.5,8161.0,8469.0,3281.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,K254,300,0.0903358543291688,0.23457794560342274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49333333333333335,0.43666666666666665,0.5466666666666666,0.05333333333333334,0.03,0.08,1.0,1.8361222141358469,1.7810385477117716,0.0033333333333333335,0.0,0.0,245.5,965.0,5865.0,40.0,,,,,,False
GLM-5.3-Flash,main,RQ4,K254,300,0.20248171780258417,0.4741799736496896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16333333333333333,0.12333333333333334,0.20666666666666667,1.0,1.156534976306716,1.1334042767805819,0.016666666666666666,0.0,0.0,245.5,1153.0,5372.0,40.5,,,,,,False
Qwen3.8-Flash,main,RQ4,K254,300,0.6557010314427316,0.8034634904560888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.488691326028185,0.47077264407381825,0.006666666666666667,0.03333333333333333,0.0,245.5,957.0,5382.0,41.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,K254,300,1.1627213098108768e-05,0.0019848014197406303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.577636824634457,0.0,1.0,1.0,0.0,245.5,128.0,nan,nan,4.753375453190009,,97.73,0.8415692757407821,False,True
Laya,main,RQ4,K254,300,9.604974184185266e-05,0.001920315803043673,0.9966666666666667,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.422237222684704,0.0,1.0,1.0,0.0,245.5,119.0,nan,nan,4.898052251557508,,92.79,0.13173929875294257,False,True
Qwen3.5-4B-JSON,reference,RQ4,K254,300,0.07530955248512328,0.2600165067756723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.8266666666666667,0.9033333333333333,1.0,0.920198603956013,0.4539646446182998,0.05333333333333334,0.06666666666666667,0.007407407407407408,245.5,529.0,5380.0,35.0,218.7012099529664,443.31326341817515,107.685,101.60956622078818,False,False
MiniLM-Reranker,reference,RQ4,K254,300,0.00020264624617993832,0.2509538470393679,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,55.65570283032181,,,0.3,0.018518518518518517,245.5,40.0,0.0,0.0,,,,,,False
DistilBERT-Clf-All,reference,RQ4,K254,300,0.0002067915629595518,0.00447530873694069,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.6712872021413,,,0.13333333333333333,0.15185185185185185,245.5,34.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,churn25,300,0.05003340751864016,0.048272952134062894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,1.0,3.436173317125352,3.1040098964699014,0.006666666666666667,0.4,0.0,262.5,2629.0,2784.0,954.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,churn25,300,0.09421853232197464,0.490032723729709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20333333333333334,0.16,0.25,0.07333333333333333,0.043333333333333335,0.10333333333333333,1.0,1.8202892208188681,1.7778158056664277,0.0033333333333333335,0.0,0.0,262.5,957.0,1724.0,31.0,,,,,,False
GLM-5.3-Flash,main,RQ4,churn25,300,0.31109252106398344,0.5733370301695407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9766666666666667,0.9566666666666667,0.9933333333333333,0.21,0.16333333333333333,0.25666666666666665,1.0,1.1238452593793085,1.1013683541917223,0.01,0.1,0.0,262.5,956.0,1591.0,31.0,,,,,,False
Qwen3.8-Flash,main,RQ4,churn25,300,0.3301543644629419,0.4014941810409229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6642283672287665,0.6553719889990496,0.0,0.03333333333333333,0.0,262.5,960.0,1602.0,41.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,churn25,300,8.919392712414265e-06,0.0018002872044008925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.54748876283508,0.0,1.0,1.0,0.0,262.5,127.0,nan,nan,4.788077189763388,,97.73,0.8114434841712318,False,True
Laya,main,RQ4,churn25,300,0.0009896771516650915,0.04201502036812883,1.0,1.0,1.0,0.21666666666666667,0.17333333333333334,0.26666666666666666,0.01,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.574183241443569,1.466988044835083,0.24666666666666667,1.0,0.003703703703703704,262.5,3147.5,nan,0.0,9.962750597421326,85.39500512075422,92.79,2.5961525245587,False,False
Qwen3.5-4B-JSON,reference,RQ4,churn25,300,0.08494503679685295,0.24578601354967525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16333333333333333,0.12333333333333334,0.20666666666666667,1.0,1.0355396832164177,0.43837846589495016,0.04,0.6,0.0,262.5,531.0,1600.0,35.0,165.9375543582002,391.9784748618903,107.685,61.90738323012985,False,False
